FULL_NAME,SSAN,AGE,GRADE,DEROS,ASSIGNED_PAS,HOME_ZIP_CODE,SUPV_NAME,DUTY_TITLE,DUTY_START_DATE,DAFSC,CAFSC,PAFSC,OFFICE_SYMBOL,DOR,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,ETS,HOME_ADDRESS,HOME_CITY,HOME_STATE,DATE_OF_BIRTH,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,LAST_EVAL_CLOSE_DATE,SUPV_BEGIN_DATE,HOME_PHONE_NUMBER
Russ Cadwell,515-16-4123,36,SRA,8/12/19,OP1CFR72,90015,Lonnard Castana,Registered Nurse,1/3/16,-8H000,,,DOO,2/9/11,2/6/12,213-404-3394,5/13/99,11/25/18,2/18/25,10/10/21,98957 Forest Run Court,Los Angeles,California,5/15/72,,S,,,,7/30/06,772-853-9298
Dalt Yerill,600-99-3644,23,SRA,,OP1CFT2N,20062,Bell Longfut,Administrative Officer,3/3/16,-1N131A,,,SGPF,4/30/07,1/6/12,202-333-5189,1/29/16,7/5/18,10/28/22,4/15/19,6577 Ruskin Road,Washington,District of Columbia,8/14/88,,S,,,,3/15/11,206-571-4318
Gil Bever,179-30-4834,19,SRA,,OP1CFS14,53779,Coraline Rudeyeard,Quality Engineer,11/8/17,-3S071,,,CSS,11/18/11,5/6/13,608-532-8481,6/8/99,1/26/18,3/25/22,10/30/19,8297 Kropf Pass,Madison,Wisconsin,8/5/92,,S,2/9/19,,,1/4/18,315-420-7251
Myrle Sharma,403-49-0389,34,SMS,,OP1CFS14,14652,Ab Dincke,Chemical Engineer,1/23/18,-3D153,,,DOM,7/14/16,3/3/18,585-296-6498,12/10/02,12/19/17,8/7/25,1/9/22,84 Clove Trail,Rochester,New York,7/2/88,,S,,,,3/18/12,719-486-7981
Danni Kloisner,557-31-1596,16,TSG,,OP1CFR72,97271,Kailey Pibsworth,Structural Engineer,1/16/18,-3D133,,,STU,2/21/12,10/15/16,971-881-1587,10/2/12,4/26/18,8/30/20,6/8/23,93502 Quincy Terrace,Portland,Oregon,2/26/93,,S,,,,10/26/13,559-316-2245
Rosco Murrow,763-96-4266,28,SMS,2/9/20,OP1CFNY2,80249,Rafe Ruoff,Media Manager IV,10/25/16,-1N271A,,,SCOT,5/30/10,9/13/17,720-286-7798,8/11/06,6/13/18,12/24/20,8/5/25,1396 Stephen Hill,Denver,Colorado,10/26/87,,S,,,,11/24/09,202-706-9082
Emmanuel Garrold,500-07-1394,17,A1C,,OP1CF333,20546,Maison Grabbam,Systems Administrator I,6/27/18,-3D152,,,DOA-F,5/17/08,3/20/15,202-765-3855,11/18/11,8/29/18,11/30/24,11/3/25,1 Luster Road,Washington,District of Columbia,1/13/93,,S,11/30/20,,,7/16/11,850-796-1982
Gram O' Gara,442-41-5093,38,MSG,10/6/19,OP1CF333,95205,Nathanael Tussaine,Business Systems Development Analyst,2/6/16,-3D172,,,SLK,5/23/14,11/20/12,209-238-1679,11/14/10,8/4/18,6/3/22,6/28/23,783 Surrey Park,Stockton,California,3/11/92,,S,,,,4/14/13,772-781-1616
Ellery Caulcutt,889-15-8698,19,AMN,9/9/19,OP1CFR72,13210,Trude Lendrem,Payment Adjustment Coordinator,4/9/16,-3D153,,,IN,1/27/16,5/31/17,315-542-6496,4/3/13,6/1/18,12/31/24,9/7/23,8 Thierer Road,Syracuse,New York,5/6/86,,M,,,,2/15/06,203-917-8536
Jorgan Ricket,777-35-4494,23,TSG,6/1/20,OP1CFT2N,23208,Ekaterina Vinnick,Senior Sales Associate,1/16/17,-8H000,,,SCXP,2/25/16,12/23/14,804-920-9706,9/19/03,6/24/18,6/22/25,1/21/24,3 Springview Hill,Richmond,Virginia,9/8/54,,S,,,,8/23/10,805-212-9188
Blinnie Boumphrey,335-78-7791,29,A1C,,OP1CFS14,40298,Ossie Forber,Programmer I,8/28/16,-1N131A,,,GS,4/1/17,1/12/14,502-880-6402,3/24/00,4/25/18,1/2/25,5/26/25,3 Nevada Terrace,Louisville,Kentucky,3/29/55,,M,,,,11/27/14,919-193-6088
Glory Perico,365-63-9537,24,SRA,8/14/22,OP1CFS14,61640,Omero Josovich,Accounting Assistant IV,11/9/16,-1N371H,,,SCOT,10/9/09,5/16/14,309-404-7319,2/14/97,10/3/18,6/1/23,4/9/20,73 Pankratz Circle,Peoria,Illinois,5/9/83,,M,,,,1/2/16,412-561-8954
Rosaleen Glanfield,176-91-8289,36,SRA,6/5/20,OP1CF333,99599,Maryanna Mapledoore,Environmental Tech,11/9/17,-1N051,,,GSII,8/18/07,12/21/16,907-574-7400,5/1/01,3/10/18,2/27/22,7/5/24,58751 Nova Way,Anchorage,Alaska,10/31/80,,M,,,,10/4/12,845-616-1834
Corly Battell,538-75-9777,26,TSG,,OP1CF333,6505,Rosmunda Alder,Analyst Programmer,2/13/17,-1N051,,,CSS,12/9/13,8/30/12,203-196-5666,10/27/14,6/9/18,12/22/19,11/11/25,4929 Victoria Lane,New Haven,Connecticut,10/2/67,,S,,,,7/3/18,253-852-5591
Todd Bengall,705-42-9044,3,SRA,,OP1CFT2N,2119,Garry Edgeworth,Administrative Officer,8/31/16,-3D190,,,IMOC,8/31/12,11/10/17,978-955-9908,1/12/98,2/19/18,10/8/20,4/25/23,0405 Thompson Court,Boston,Massachusetts,12/30/69,,S,2/10/19,,,10/7/14,972-431-1710
Marla Gorrie,559-82-9151,22,AMN,,OP1CFT2N,19104,Fay Lettice,Assistant Professor,8/31/17,-1N271A,,,TSD,6/2/17,12/30/16,610-124-1079,11/20/97,3/25/18,3/30/20,5/16/24,68 Oakridge Junction,Philadelphia,Pennsylvania,6/3/56,,M,,,,4/19/15,706-720-2422
Nichol Destouche,816-53-7154,28,SSG,9/10/20,OP1CFT2N,89140,Rheta Edeler,Data Coordiator,6/21/18,-1N471B,,,SLK,12/14/17,9/14/12,702-899-8897,11/4/99,6/9/18,12/4/22,5/29/19,69 Longview Circle,Las Vegas,Nevada,8/28/65,,M,,,,1/11/07,714-286-2054
Otha Alders,765-56-1036,6,AMN,12/12/20,OP1CF333,46614,Dyana Godfrey,Web Designer II,4/4/16,-3D072,,,DOO,2/26/15,4/6/14,574-631-0655,7/30/14,5/19/18,2/11/21,3/15/23,31127 Rutledge Park,South Bend,Indiana,10/5/75,,M,,,,12/17/05,682-241-5922
Corabel Raikes,598-49-6946,22,CMS,,OP1CFT2N,12247,Giustino Kinman,Financial Advisor,9/13/16,-2T25,,,GS,7/1/09,9/2/16,518-869-6656,10/23/11,1/23/18,9/10/24,12/25/20,373 Starling Center,Albany,New York,2/9/85,,M,,,,11/10/07,561-722-7117
Flory Tchaikovsky,374-54-3050,8,SRA,,OP1CFT2N,92844,Sherye Studdeard,Research Associate,8/27/18,-3D152,,,STU,11/5/17,8/1/18,714-848-4505,5/31/00,9/10/18,2/27/20,9/7/21,21840 Old Shore Avenue,Garden Grove,California,9/14/67,,M,10/19/21,,,9/18/16,608-385-1061
Valerie Gilchriest,352-34-8923,12,SSG,11/12/20,OP1CFR72,73190,Joice Cossum,Nurse,11/18/17,-3D133,,,TSD,9/20/17,10/20/16,405-119-1904,10/22/03,12/19/17,8/16/24,9/28/25,7 Delaware Drive,Oklahoma City,Oklahoma,1/15/97,,S,2/21/20,,,3/26/15,937-958-7899
Allan Phaup,877-82-3345,34,TSG,,OP1CFNY2,48098,Sergio Radki,Structural Analysis Engineer,8/29/16,-1N371H,,,STU,12/29/08,12/22/12,248-414-9079,1/25/10,7/5/18,2/6/19,6/14/21,86 Northland Junction,Troy,Michigan,5/20/92,,M,7/29/21,,,12/23/12,518-221-1843
Gerri Spreadbury,784-52-7041,17,A1C,,OP1CFS14,92717,Stephan Varley,Compensation Analyst,4/25/17,-1N131A,,,SCXL,1/18/11,6/22/13,714-336-8679,6/14/13,4/17/18,11/4/25,3/27/24,5218 Gale Terrace,Irvine,California,5/25/67,,S,,,,9/29/08,704-461-4601
Cori Hanney,530-95-1674,39,A1C,11/17/19,OP1CF333,33758,Jeralee Keers,Software Consultant,2/7/16,-3D153,,,SCOK,3/8/10,2/28/13,813-580-3820,9/18/08,7/17/18,8/17/19,4/14/22,3 Tomscot Parkway,Clearwater,Florida,7/15/67,,S,7/18/19,,,10/9/13,217-680-5517
Ode Otton,324-01-8043,5,A1C,,OP1CFNY2,73147,Clary Winny,Operator,6/7/17,-2T25,,,DOOE,10/25/12,8/19/18,405-146-5085,10/20/11,7/13/18,7/30/25,6/16/21,526 Ohio Street,Oklahoma City,Oklahoma,8/14/60,,M,,,,8/18/10,570-216-7160
Reinaldos Le Gall,386-97-5022,37,MSG,,OP1CFNY2,12255,Padriac Banyard,Human Resources Manager,2/3/18,-8H000,,,DOML,3/7/14,2/6/12,518-764-0223,3/22/10,12/4/17,5/18/22,10/2/23,2657 Kennedy Lane,Albany,New York,11/15/63,,S,2/27/20,,,6/28/12,915-214-2080
Kessia Larkin,630-33-5939,29,SSG,,OP1CFT2N,35236,Hort McKellen,Help Desk Technician,4/26/17,-3D133,,,SCXP,3/3/17,10/6/13,205-369-4305,10/31/12,4/30/18,4/30/24,2/20/19,024 Victoria Center,Birmingham,Alabama,6/19/71,,S,2/11/19,,,12/23/17,505-756-1023
Cecilius Tabord,545-22-5809,14,A1C,,OP1CFNY2,94616,Kristin Jorg,Information Systems Manager,4/23/18,-3D152,,,ART,11/25/08,6/13/18,415-699-5934,7/24/16,12/1/17,11/18/19,7/2/24,7834 Dixon Plaza,Oakland,California,1/24/71,,S,,,,1/17/13,850-968-3266
Cornelia Medgwick,835-52-1690,40,TSG,,OP1CFS14,68510,Bernard Bicknell,Sales Associate,8/3/17,-1N471B,,,CCE,6/19/07,9/3/16,402-756-0126,4/23/08,3/26/18,5/1/23,10/14/20,8 Maywood Street,Lincoln,Nebraska,10/16/61,,M,,,,10/18/07,217-303-2331
Sal Deelay,776-56-4185,2,TSG,,OP1CFNY2,75379,Maurice Lankester,Payment Adjustment Coordinator,8/13/17,-3D133,,,CSS,6/29/14,12/20/16,214-888-7131,11/28/00,8/13/18,7/17/21,2/13/21,8938 Dennis Alley,Dallas,Texas,10/14/52,,M,,,,11/27/08,915-802-3380
Darla Tschirschky,140-34-5642,19,CMS,,OP1CFNY2,39282,Leela Ralls,Staff Scientist,8/31/18,-3D172,,,DOO,11/4/17,5/4/13,601-216-8694,6/21/97,7/11/18,3/22/22,9/26/22,3835 Village Green Road,Jackson,Mississippi,11/21/96,,S,6/21/19,,,12/14/06,919-989-1664
Skylar Puleque,580-62-9482,38,SRA,,OP1CFT2N,20231,Ange Dawkins,Nurse,5/31/16,-3A151,,,TSD,8/16/06,10/12/15,202-219-1714,12/13/00,9/8/18,4/19/19,7/14/19,6843 Scott Crossing,Washington,District of Columbia,6/2/95,,M,,,,12/17/10,513-504-2270
Yul Balma,139-63-1453,27,AMN,,OP1CF333,96154,Eleonora Undrell,Actuary,5/23/18,-3D190,,,GSII,11/22/11,4/1/17,530-719-4233,12/20/10,9/29/18,12/28/21,8/9/19,76 Redwing Park,South Lake Tahoe,California,12/28/95,,S,,,,3/18/08,318-766-3536
Bryn Thunder,735-11-4012,40,A1C,,OP1CFT2N,40298,Horacio Prewer,VP Product Management,6/19/16,-1N371H,,,SCOO,4/22/11,10/24/17,502-874-4411,7/5/09,5/23/18,11/19/24,5/1/21,05053 Clarendon Point,Louisville,Kentucky,4/8/79,,S,,,,1/24/13,682-237-4117
Silvie Grosier,237-07-3613,13,SMS,,OP1CFT2N,28210,Henriette Androsik,Senior Editor,1/29/16,-3D072,,,DOOE,8/1/18,9/13/12,704-401-6274,9/28/02,4/5/18,7/30/24,8/29/23,5869 8th Parkway,Charlotte,North Carolina,4/27/74,,S,,,,2/5/15,646-589-8789
Arley MacDonell,640-01-2346,2,MSG,,OP1CFT2N,32128,Sheelagh Gillio,Compensation Analyst,8/29/16,-1N471B,,,SCOK,9/25/07,6/3/14,386-534-9018,3/26/04,6/8/18,5/9/25,7/4/22,3143 Bartelt Pass,Daytona Beach,Florida,4/30/79,,S,8/1/19,,,8/14/13,314-299-1454
Elvyn McGlaughn,193-41-0006,35,CMS,,OP1CFS14,10175,Dolly Eayres,Editor,9/2/18,-3S071,,,CCE,1/26/12,5/7/12,646-969-4044,12/6/14,3/4/18,8/6/20,4/18/23,893 3rd Drive,New York City,New York,7/31/96,,M,7/16/20,,,4/15/08,907-301-1060
Candie Gecks,562-45-4432,18,SRA,,OP1CFS14,54915,Dew Blasgen,Paralegal,4/17/18,-3D052,,,CCC,1/3/15,8/7/17,920-354-5176,6/3/01,9/26/18,1/19/21,8/17/20,0 Helena Center,Appleton,Wisconsin,1/5/70,,M,,,,9/23/07,205-294-6992
Eleni Brooke,855-08-6294,12,CMS,,OP1CFS14,73190,Skipton Dumblton,Administrative Assistant I,5/5/16,-3D131,,,SCOK,7/12/17,3/22/15,405-936-0970,12/20/14,8/12/18,4/19/19,2/19/20,5431 Clemons Crossing,Oklahoma City,Oklahoma,5/23/60,,S,,,,8/12/12,408-359-0403
Derward Karadzas,652-15-9550,31,TSG,,OP1CFT2N,55572,Nichole Esel,Account Coordinator,1/3/18,-3D072,,,SCOI,2/22/06,12/30/16,763-414-7560,7/4/05,12/12/17,1/24/22,2/9/22,8762 Jackson Avenue,Maple Plain,Minnesota,6/28/92,,M,,,,6/12/08,608-961-5553
Quinton Cadwaladr,287-34-9813,12,CMS,,OP1CFNY2,20205,Gareth Rannells,Librarian,10/5/18,-3D152,,,GSII,8/14/15,9/17/18,202-349-4329,11/6/01,2/28/18,12/8/24,9/28/22,8962 Loeprich Avenue,Washington,District of Columbia,8/15/93,,M,,,,11/13/09,251-397-5414
Rock Persence,254-24-6111,20,MSG,5/27/20,OP1CFR72,36610,Isidor Clemerson,Executive Secretary,10/11/16,-2T25,,,SCXL,1/20/16,5/27/14,251-793-3549,3/30/15,6/24/18,11/3/20,3/17/20,8166 Hooker Park,Mobile,Alabama,1/19/79,,M,,,,7/31/07,518-535-2641
Mill Bamborough,739-16-4283,17,SMS,,OP1CFT2N,36104,Garvy Selcraig,Teacher,9/1/18,-8H000,,,DOM,12/21/12,7/16/12,334-509-3604,10/11/97,8/23/18,7/10/22,7/25/20,00618 Luster Circle,Montgomery,Alabama,1/3/75,,S,,,,1/1/11,775-395-7752
Gwenore Moogan,562-31-0036,4,SMS,3/26/22,OP1CF333,53220,Terry Greatbanks,Engineer I,10/16/17,-3D190,,,DOM,4/12/15,2/7/13,414-812-4869,5/24/98,4/15/18,2/24/24,1/20/25,4674 Magdeline Pass,Milwaukee,Wisconsin,6/13/72,,S,11/13/20,,,12/3/14,859-934-0532
Bobbi Franzini,881-65-3787,13,AMN,,OP1CFT2N,39296,Sherline Flea,Engineer III,2/5/17,-1N051,,,DOA-F,6/7/07,3/19/14,601-135-1128,12/5/11,4/15/18,9/4/24,8/19/19,9944 Delaware Lane,Jackson,Mississippi,10/16/63,,M,8/17/19,,,4/17/16,646-190-9881
Wynne Fairn,108-30-9927,29,AMN,2/13/22,OP1CFNY2,62525,Cad Stockoe,Senior Financial Analyst,9/19/17,-1N471B,,,CCC,10/6/17,8/1/17,217-136-4059,1/7/00,10/6/18,7/23/23,10/30/25,98 Golf View Center,Decatur,Illinois,5/27/98,,S,,,,7/27/08,210-497-5271
Willard Alliott,693-79-9091,8,SMS,,OP1CF333,38104,Coral Poulsum,Social Worker,6/24/18,-1N131A,,,DOA-F,10/20/15,1/24/17,615-303-9723,7/20/04,9/7/18,2/27/19,6/22/22,82 Pond Point,Memphis,Tennessee,4/27/58,,M,,,,9/13/07,508-486-1225
Lacie Giacomini,785-21-0401,33,MSG,,OP1CF333,74126,Jon Castagnone,Senior Editor,4/11/17,-3D152,,,DOM,12/26/07,7/2/17,918-763-2189,6/21/15,1/5/18,11/18/21,7/7/20,36533 Anthes Street,Tulsa,Oklahoma,9/12/82,,M,,,,3/19/10,612-421-4275
Katharyn Spatig,197-57-6952,25,SSG,,OP1CFS14,95397,Iona Fadian,Programmer Analyst I,11/6/16,-3D131,,,CCC,2/18/09,12/21/13,209-905-6442,8/4/98,11/15/18,3/14/19,12/9/23,0 Laurel Point,Modesto,California,9/5/98,,M,,,,2/16/12,323-223-6400
Tana Reoch,176-91-5070,22,SSG,11/20/22,OP1CFNY2,22093,Horatio Afield,Health Coach IV,10/7/17,-3D052,,,SCOT,12/10/11,5/10/14,571-531-4182,6/29/09,12/7/17,7/17/23,3/24/19,3 Oakridge Lane,Ashburn,Virginia,9/1/53,,M,7/3/21,,,12/11/13,203-411-1150
Nealy Daouze,849-86-9809,35,MSG,1/30/21,OP1CFS14,89130,Gothart Crathern,Actuary,6/5/16,-1N051,,,DOO,8/25/17,9/12/17,702-664-7142,8/20/03,10/22/18,6/17/21,2/14/19,3787 Southridge Pass,Las Vegas,Nevada,5/30/65,,M,10/8/20,,,7/30/17,731-804-5169
Efrem Dempsey,130-99-2817,17,A1C,11/30/19,OP1CF333,39705,Loria Baison,Help Desk Technician,3/16/17,-3S071,,,GS,5/5/13,10/24/17,662-371-4981,1/14/98,3/22/18,6/12/21,2/10/25,0778 Dovetail Street,Columbus,Mississippi,4/24/65,,M,,,,7/26/11,612-563-1985
Kirsten Vasyunin,792-49-5923,36,SMS,,OP1CFNY2,48107,Theo Hellmer,Recruiting Manager,11/15/17,-3D152,,,SCXL,12/9/06,3/6/13,734-756-4801,10/19/11,2/9/18,5/1/25,2/26/24,5 Melody Park,Ann Arbor,Michigan,9/25/59,,M,,,,11/23/14,305-213-3136
Krystyna Supple,461-23-6679,10,AMN,,OP1CFS14,30306,Essy Titherington,Biostatistician I,5/22/17,-1N371H,,,STU,5/23/06,7/22/12,678-496-1304,12/11/00,4/3/18,10/13/22,9/10/22,70381 Stone Corner Street,Atlanta,Georgia,7/14/52,,M,3/30/20,,,3/1/09,412-475-1011
Bibi Matusiak,551-94-9539,28,MSG,,OP1CFR72,46278,Cathie Ormond,Systems Administrator I,1/7/18,-3D172,,,IRDP,1/28/15,7/10/15,317-752-3589,8/19/01,6/24/18,10/28/19,7/19/21,26 Talisman Pass,Indianapolis,Indiana,4/28/70,,S,,,,9/30/12,724-800-9088
Daisie Burde,100-46-5808,14,A1C,,OP1CFNY2,51105,Mercedes Ailmer,Project Manager,3/17/16,-1N371H,,,SGPF,8/21/07,10/8/14,712-367-6769,9/11/15,2/28/18,7/18/23,6/27/21,2 Buell Point,Sioux City,Iowa,1/19/98,,M,,,,9/16/11,806-436-5772
Rodolph Evanson,170-73-9094,34,SSG,,OP1CFR72,32412,Olly Conelly,Analyst Programmer,5/11/17,-2T25,,,IMOC,5/1/16,9/4/14,850-223-1195,8/31/05,8/17/18,4/29/19,5/24/23,8566 Oak Valley Way,Panama City,Florida,8/25/72,,S,,,,1/15/11,313-645-3973
Dame McDavid,702-63-5864,35,SMS,2/3/21,OP1CFT2N,80262,Hobard Shilstone,Dental Hygienist,9/26/18,-3D172,,,IN,8/1/16,4/9/14,303-707-2214,3/8/09,4/23/18,2/7/19,10/6/22,24 Crownhardt Terrace,Denver,Colorado,11/25/95,,S,,,,7/23/09,651-654-1191
Bronnie Schwander,854-22-9536,18,SMS,9/2/19,OP1CFNY2,36610,Monroe Belshaw,Chemical Engineer,8/14/16,-3D133,,,DOA-F,5/2/08,3/3/16,251-677-1707,8/29/02,9/30/18,6/17/23,9/19/23,032 Birchwood Avenue,Mobile,Alabama,9/25/92,,S,,,,12/14/07,478-400-0316
Dollie Lissandri,770-85-0744,32,CMS,4/17/22,OP1CFT2N,13505,Cameron Andrzejewski,Assistant Media Planner,6/13/18,-1N471B,,,SCOK,8/9/14,2/8/16,315-156-4146,8/19/14,6/24/18,12/18/23,10/1/22,41 Fremont Court,Utica,New York,5/27/54,,M,,,,11/13/17,702-650-0806
Correy Shiell,538-68-3175,6,AMN,,OP1CFS14,43656,Cordie De Gregoli,Marketing Manager,1/29/17,-3S071,,,GSII,12/29/11,9/28/15,419-609-2160,5/22/06,1/30/18,4/23/21,11/9/23,02 Manitowish Court,Toledo,Ohio,3/18/62,,M,,,,4/8/16,952-506-2859
Lona Loader,324-36-9131,4,CMS,6/13/21,OP1CFT2N,92825,Madelle Burchett,Clinical Specialist,4/3/17,-3S071,,,SCOI,1/24/16,5/1/14,714-770-5804,2/7/01,3/1/18,3/8/19,5/8/22,6320 Oakridge Avenue,Anaheim,California,12/5/94,,S,,,,12/13/16,317-614-7149
Stanfield Giacovelli,336-51-8371,39,SMS,,OP1CFR72,47306,Johnny Vasyagin,Community Outreach Specialist,12/27/16,-3D190,,,STU,12/30/06,12/5/11,765-550-8799,4/23/16,2/16/18,6/15/19,4/6/21,70945 Hansons Hill,Muncie,Indiana,9/27/84,,M,,,,1/10/14,302-287-5396
Jayson Attersoll,405-25-4152,22,CMS,,OP1CF333,12325,Audra Bonevant,Accountant III,1/22/16,-2T25,,,SCOO,12/26/17,6/23/15,518-551-6761,8/8/99,7/13/18,11/28/22,8/8/19,69 Manitowish Avenue,Schenectady,New York,7/12/62,,M,,,,2/3/13,339-722-2545
Kile Viney,886-54-0550,38,CMS,,OP1CFNY2,85255,Neel Skurray,Civil Engineer,5/10/17,-1N051,,,STU,5/1/18,1/27/14,602-293-2033,9/24/07,12/11/17,8/6/19,6/26/19,7 Corry Plaza,Scottsdale,Arizona,10/20/59,,S,,,,9/3/10,404-913-4936
Reinaldo Candy,875-36-0359,12,TSG,,OP1CF333,30089,Clint Treamayne,Internal Auditor,4/30/16,-8H000,,,DOOE,7/28/15,6/10/17,770-259-5968,12/23/03,3/15/18,10/30/21,10/12/21,30 Blaine Junction,Decatur,Georgia,10/29/86,,S,,,,6/3/17,618-222-2221
Perl Mintoff,569-63-8899,17,AMN,,OP1CFR72,20503,Kiah Malser,Editor,7/30/18,-1N471B,,,CCC,11/2/12,1/9/12,202-322-7965,2/8/02,8/11/18,1/17/24,10/10/23,87 Ludington Avenue,Washington,District of Columbia,4/23/67,,M,9/14/20,,,12/26/14,313-448-5934
Erhard Eckly,253-66-2548,25,SRA,,OP1CF333,58505,Phebe Gerbel,Administrative Officer,11/11/17,-1N131A,,,TSD,5/22/06,10/18/17,701-851-1894,9/29/14,10/8/18,5/9/24,8/4/21,178 Mayer Pass,Bismarck,North Dakota,12/28/87,,M,,,,10/12/14,937-113-1942
Pamela Dooley,381-82-4576,1,AMN,3/7/22,OP1CFS14,23705,Antonio Mullaly,Account Executive,7/25/17,-1N471B,,,SLK,10/24/13,5/10/17,757-162-5857,6/4/05,2/2/18,2/19/21,3/20/19,5 Loftsgordon Parkway,Portsmouth,Virginia,6/26/72,,M,,,,11/26/15,786-613-1431
Blaine Clunie,201-72-4461,21,SMS,1/13/19,OP1CFT2N,66699,Sharron Woodrough,Director of Sales,4/26/16,-3D153,,,DOO,4/22/07,5/24/13,785-176-8112,7/16/15,3/30/18,9/7/20,10/6/19,59 Ridgeway Parkway,Topeka,Kansas,5/23/51,,S,,,,7/3/16,216-959-0884
Scot Whitmore,719-49-6547,13,TSG,,OP1CFR72,94159,Terrence Privett,Chemical Engineer,12/7/16,-1N471B,,,SLK,4/6/16,3/6/15,415-793-0578,8/2/01,7/25/18,2/4/21,6/10/19,9474 Linden Point,San Francisco,California,7/6/81,,M,,,,10/24/14,850-192-5548
Josh Merriday,325-30-8313,34,A1C,,OP1CFR72,45470,Virgina Janu,Geologist I,5/17/18,-3D153,,,SCXL,1/15/13,5/17/12,937-723-5687,6/15/03,2/28/18,10/10/24,11/12/20,11 Shelley Junction,Dayton,Ohio,12/26/89,,M,,,,7/14/13,510-756-2157
Reyna Waterfield,673-61-8523,29,AMN,,OP1CFS14,75231,Joane Belshaw,Civil Engineer,7/14/17,-3D131,,,IMOC,9/22/14,3/12/16,469-918-7783,10/10/98,9/20/18,11/10/24,9/1/23,56 Ludington Junction,Dallas,Texas,12/23/88,,M,,,,4/18/11,803-447-0858
Pippo Gilchrest,123-64-2459,39,CMS,3/7/19,OP1CFT2N,92121,Oberon Erangey,Structural Analysis Engineer,11/8/17,-3D072,,,DOO,3/28/14,8/5/15,619-620-0793,11/17/05,8/19/18,6/11/21,1/27/24,95279 Declaration Parkway,San Diego,California,2/13/83,,M,,,,3/12/13,540-237-2784
Susi Hayball,499-56-1292,23,AMN,,OP1CFS14,17140,Riane Fairlaw,Assistant Manager,2/21/16,-3A151,,,TSD,9/30/15,6/27/13,717-500-2208,5/16/06,7/4/18,5/13/20,2/6/21,09 Melody Way,Harrisburg,Pennsylvania,11/19/93,,S,3/12/19,,,7/3/13,714-943-7719
Frederique Butten,781-47-9392,25,SSG,,OP1CFR72,7208,Joice Mitchall,Computer Systems Analyst IV,4/27/16,-1N471B,,,GSII,6/9/08,9/21/13,908-829-4275,7/1/13,2/16/18,2/6/19,6/29/22,727 Londonderry Court,Elizabeth,New Jersey,12/13/81,,M,,,,11/23/13,231-283-9558
Sergio Allberry,189-84-9208,2,MSG,5/15/20,OP1CFT2N,35210,Adina Manton,Biostatistician IV,1/28/17,-8H000,,,SGPF,8/4/18,12/28/11,334-642-4505,10/31/16,4/15/18,3/30/25,10/28/19,80 Schlimgen Hill,Birmingham,Alabama,6/10/93,,S,1/24/19,,,6/7/06,917-361-0221
Paco Josefsson,873-72-9049,17,SSG,,OP1CFR72,2305,D'arcy Book,Statistician IV,9/16/16,-3D133,,,GSII,3/13/07,8/27/13,508-363-0935,3/26/08,12/10/17,7/19/19,8/17/25,95668 Mcbride Street,Brockton,Massachusetts,6/9/73,,S,11/9/19,,,4/16/13,408-107-1526
Crissie Hiseman,548-55-6731,6,SRA,,OP1CFS14,87105,Zonnya Hort,Senior Financial Analyst,7/2/18,-1N371H,,,SCXL,12/23/10,4/1/18,505-361-6472,3/20/08,12/5/17,8/2/22,1/9/23,15838 Elmside Court,Albuquerque,New Mexico,12/30/98,,M,,,,4/23/16,314-712-4093
Rikki Royall,172-04-4574,15,MSG,,OP1CFNY2,98185,Domini McQuarrie,Media Manager II,3/1/18,-1N471B,,,GSII,3/15/06,4/19/18,206-470-9637,8/3/12,9/1/18,11/14/22,8/25/19,924 Graedel Road,Seattle,Washington,10/25/53,,M,,,,10/3/12,509-452-5568
Randolf Mildenhall,441-89-4309,31,A1C,1/25/22,OP1CF333,89178,Darb Isaak,Geological Engineer,1/18/16,-3D131,,,GSII,4/6/06,4/7/18,702-491-5207,8/18/10,11/14/18,11/13/21,8/28/23,333 Meadow Vale Trail,Las Vegas,Nevada,3/7/94,,M,,,,10/1/07,205-218-2274
Eryn Brunke,874-85-4837,1,SRA,5/26/20,OP1CFNY2,78759,Guy Winstanley,GIS Technical Architect,5/16/18,-1N271A,,,SCOK,1/24/13,9/3/18,512-434-4276,10/16/03,7/29/18,6/17/22,7/7/22,46928 Fairview Circle,Austin,Texas,2/4/95,,M,,,,5/2/11,734-523-6802
Benedetta Thombleson,353-24-4560,40,CMS,,OP1CFNY2,77386,Jerrome Tilling,Administrative Assistant I,3/2/16,-8H000,,,SCXL,2/14/08,8/17/12,281-425-4789,9/4/07,11/17/18,1/11/24,1/20/24,0453 John Wall Hill,Spring,Texas,3/25/73,,M,,,,6/18/10,775-957-5446
Lynnea Bumpass,571-15-9690,4,MSG,4/6/19,OP1CFT2N,77005,Nehemiah Tabard,Nurse Practicioner,5/3/16,-3D190,,,IRDP,2/22/06,1/23/16,713-962-2757,4/27/12,7/27/18,6/12/25,10/18/21,06913 Merrick Crossing,Houston,Texas,10/20/62,,M,,,,1/20/12,757-130-5605
